BioProject acc,BioSample acc,SRA experiment entries,NCBI Nucleotide entries,Assay types,Center name,Instruments,Library layouts,Library sources,Organism,Host,Platform,Geo. loc. name,Collection date
PRJNA645015,SAMN15488347,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488348,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488349,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488350,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488351,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488352,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488353,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488354,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488355,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488356,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488357,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488358,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488359,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488360,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488361,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488362,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488363,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488364,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488365,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488366,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488367,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488368,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488369,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488370,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488371,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488372,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488373,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488374,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488375,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488376,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488377,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488378,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488379,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488380,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488381,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488382,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488383,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488384,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488385,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488386,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488387,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488388,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488389,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488390,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488391,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488392,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488393,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488394,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488395,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488396,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488397,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488398,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488399,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645015,SAMN15488400,1,0,WGS,China Agricultural University,HiSeq X Ten,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,HiSeq X Ten,China: Jilin,2018
PRJNA645267,SAMN15501106,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501107,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501108,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501109,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501110,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501111,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501112,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501113,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501114,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501115,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501116,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501117,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501118,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501119,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501120,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501121,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501122,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501123,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501124,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501125,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501126,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501127,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501128,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501129,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501130,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501131,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501132,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501133,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501134,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501135,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501136,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501137,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501138,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501139,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501140,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501141,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501142,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501143,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501144,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501145,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501146,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501147,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501148,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501149,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501150,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501151,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501152,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501153,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501154,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501155,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501156,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501157,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501158,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501159,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501160,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501161,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501162,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501163,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501164,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501165,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501166,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501167,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501168,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501169,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501170,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501171,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501172,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501173,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501174,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501175,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501176,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501177,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501178,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501179,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501180,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501181,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501182,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501183,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501184,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501185,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501186,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501187,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501188,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501189,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
PRJNA645267,SAMN15501190,1,0,AMPLICON,China Agricultural University,Illumina HiSeq 2500,PAIRED,METAGENOMIC,insect gut metagenome,Apis mellifera,Illumina HiSeq 2500,China: Jilin,2018
