BioProject acc,BioSample acc,SRA experiment entries,NCBI Nucleotide entries,Host,Organism,Collection date,Geo. loc. name,Library source(s),Library layout(s),Assay type(s),Instrument(s),Center name,BioSample package acc.
PRJNA718449,SAMN18629790,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629791,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629792,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629793,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629794,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629795,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629796,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629797,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629798,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629799,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629800,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629801,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629802,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629803,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629804,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629805,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629806,1,0,Osmia bicornis,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629843,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629844,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629845,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629846,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629847,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629848,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629849,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629850,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629851,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629852,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629853,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629854,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629855,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629856,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629857,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629858,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629859,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629860,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629861,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629862,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629863,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629864,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629865,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629866,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629867,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629868,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629869,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629870,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629871,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629872,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629873,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629874,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629875,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629876,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629877,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718449,SAMN18629878,1,0,Osmia cornuta,insect metagenome,2018,Germany: Berlin,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,Berlin Center for Genomics in Biodiversity Research,MIMARKS.survey.host-associated.5.0
PRJNA718684,SAMN18558974,1,0,Prosopis,Ligurotettix coquilletti,7/19/2016,"Mexico: Baja California, Mexicali",GENOMIC,PAIRED,RAD_SEQ,Illumina HiSeq 4000,"University of California, Berkeley",Invertebrate.1.0
PRJNA719169,SAMN18590508,39,0,Apis mellifera,insect gut metagenome,2019-03,Uruguay:Montevideo,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824983,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824984,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824985,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824986,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824987,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824988,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824989,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824990,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824991,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824992,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824993,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824994,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824995,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824996,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824997,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824998,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA723677,SAMN18824999,1,0,Apis mellifera,insect gut metagenome,2014-08,,METAGENOMIC,PAIRED,AMPLICON,Illumina MiSeq,NCBI,Metagenome.environmental.1.0
PRJNA725965,SAMN18916181,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916182,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916183,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916184,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916185,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916186,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916187,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916188,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916189,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916190,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916191,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916192,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916193,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916194,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916195,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916196,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916197,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916198,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916199,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916200,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916201,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916202,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916203,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916204,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916205,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916206,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916207,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916208,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916209,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916210,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916211,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916212,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916213,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916214,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916215,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916216,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916217,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916218,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916219,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916220,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916221,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916222,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916223,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916224,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916225,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916226,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916227,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916228,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916229,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916230,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
PRJNA725965,SAMN18916231,1,0,Apis mellifera,Paenibacillus larvae,2019,Slovenia,GENOMIC,PAIRED,WGS,Illumina NovaSeq 6000,"Veterinary Faculty, Oxford Genomics Centre",Microbe.1.0
